Session ID,Purchase.Intention,Household.income,Age ,Adults.household,Chidren.household,LFC,NB,LP,CF,Flavors,why.purchase,why.dont.purchase
225722160,4,Prefer not to say,40.5,3,2,2,0,3,1,"mint choc. chip, cappacino chip, choc. almond",liked the flavor,
225722472,3,Prefer not to say,40.5,3,1,2,0,3,1,Chocolate with and without nuts and other things like marshmallow or peanut butter. Also sherbets,Because my husband and I both LOVE ice cream but do not need all the fat that is in regular. I chose Wows brand because it is cheaper and I trust the quality.,
225722737,,"$100,001 - $150,000",70.5,2,0,0,1,2,3,,,
225722856,3,Prefer not to say,50.5,2,0,3,0,1,2,chocolate,,until the woodbridge store opens it was too far to drive from Wegman's Farifax store and keep the ice cream from melting
225722923,,"Under $50,000",40.5,2,0,0,2,1,3,,,
225723325,3,Prefer not to say,50.5,2,3,0,2,3,1,butter pecan,,bought regular Wegmans
225723398,2,"$50,000 - $75,000",20.5,2,0,3,1,0,2,,liked the flavor,
225723565,1,Prefer not to say,40.5,2,2,0,1,3,2,,,I try no to eat a lot of ice cream and we buy the Wows brad weekly so if it is not there (low fat) I won;t be tempted to eat it. I buy the other brands when they are on sale to limit my intake.
225723575,2,"$100,001 - $150,000",50.5,2,0,3,0,1,2,,fat content & price,
225723757,2,"Under $50,000",30.5,4,2,3,2,1,0,,,i haven't tried it.  i prefer perry's yogurt!
225724230,,"$100,001 - $150,000",60.5,3,0,0,2,1,3,,,
225724267,3,"Under $50,000",80.5,2,0,0,3,1,2," Strawberry, Coffee",,I  love Beyer's Strawberry Icecream
225724669,2,"$75,001 -  $100,000",60.5,2,0,2,0,1,3,,,We do not currently have a Wegmans near us...one is opening soon.
225724769,,"$150,001 - $200,000",30.5,2,2,0,2,3,1,,,
225724792,,Prefer not to say,50.5,2,0,0,1,3,2,,,
225725344,3,"Over $200,000",60.5,3,0,3,2,0,1,"Raspberry, Chocolate chip mint, vanilla.",,Haven't really thought about it or examined it.
225725531,4,"$100,001 - $150,000",60.5,2,0,2,1,0,3,"vanilla, cookies n cream, pistachio, chocolate mint",,i didn't know that wegmas had one. i will purchase it to try it out
225725735,3,"$75,001 -  $100,000",50.5,1,0,0,1,3,2,"Mint chocolate chip, cherry vanilla, peppermint, peach and coconut almond!",,I didn't know they had it.  Have never tasted it; would need to compare to national
225726048,,"Under $50,000",40.5,3,0,0,2,1,3,,,
225726059,2,"$75,001 -  $100,000",50.5,3,1,3,0,1,2,,,don't like packaging
225726330,3,"$150,001 - $200,000",30.5,2,2,0,2,1,3,"vanilla, mint chip, chocolate, neapolitan, strawberry",flavor selection and price,
225726397,,Prefer not to say,60.5,2,0,2,2,0,2,,,
225726511,3,"$150,001 - $200,000",50.5,2,0,1,2,0,3,"we like almost everything from plain to those with mutiple ""add-ins""",wanted to try it,
225726761,3,"Under $50,000",40.5,3,0,3,1,0,2,"summertime I would like to see more seasonal fruit flavors.  I don't care much for weird ""new"" concoctions.  No cookie dough, cookies and cream or those crazy candy flavors ",tried different flavor and it was on sale,
225726764,3,"$75,001 -  $100,000",30.5,3,0,3,2,1,0,"choco mint, choco, vanilla bean, coffee",,no wegmans near by
225727143,3,Prefer not to say,60.5,2,0,3,1,2,0,"Cherry, Raspberry, Vanilla",,I did not realize that Wegmans had a low fat Ice Cream.  I can't recall seeing it in the Geneseo store.
225727197,,"Under $50,000",30.5,1,0,0,1,2,3,,,
225727465,4,Prefer not to say,60.5,2,0,3,1,0,2,"French vanilla, cafe, raspberry.",I tried it and liked it and it was less expensive.,
225728013,,"$100,001 - $150,000",60.5,2,0,0,1,2,3,,,
225728225,3,"$100,001 - $150,000",60.5,3,1,2,0,1,3,"french vanilla, chocolat, ",price,
225728555,3,"Over $200,000",40.5,2,2,1,2,0,3,"pistachio, raspberry chocolate chip, cookies and cream, mint chocolate chip, coffee, strawberry",,"Not a conscious decision.  I may have purchased it but I don't remember.  We do not have a favorite brand, style or flavor."
225728593,,"$100,001 - $150,000",30.5,1,0,0,1,3,2,,,
225728628,1,Prefer not to say,30.5,2,0,2,2,0,2,,,I like the Edy's frozen yogurt with live and active cultures.
225728661,,"$75,001 -  $100,000",30.5,2,0,0,3,1,2,,,
225728695,,"$100,001 - $150,000",60.5,1,0,0,2,1,3,,,
225729398,3,"$100,001 - $150,000",60.5,2,1,0,3,2,1,"vanilla, french vanilla",low fat,
225729412,,"$50,000 - $75,000",50.5,1,0,0,0,0,0,,,
225729442,,"$50,000 - $75,000",50.5,1,0,1,0,3,2,,,
225729495,3,"$50,000 - $75,000",30.5,2,2,1,2,3,0,chocolate chip cookie dough,,didn't know about it
225729766,3,"$50,000 - $75,000",60.5,3,0,0,2,1,3,"vanilla, vanilla/chocolate, maple nut,  ",,don't remember seeing it
225729799,1,"$50,000 - $75,000",70.5,2,0,0,1,3,2,,,"Wegmans is too far from where I live to visit on a regular basis for shopping.  I like Wegmans and enjoy shopping there on occasions when I'm on the Carlise Pike, however it's too far to go on a regular basis."
225729847,4,"Over $200,000",50.5,2,0,2,1,1,2,"Coffee, vanilla, special edition, etc.",,I don't have a Wegman's close to me until this week.
225729920,,"$50,000 - $75,000",60.5,2,0,0,3,1,2,,,
225730437,,"$75,001 -  $100,000",40.5,2,0,0,3,2,1,,,
225730631,2,"$100,001 - $150,000",30.5,2,2,1,2,0,3,,,haven't tried it yet
225730636,2,"$50,000 - $75,000",60.5,1,0,3,1,0,2,,lower fat content and flavor,
225730824,,"$100,001 - $150,000",50.5,4,4,0,2,1,3,,,
225731027,,Prefer not to say,60.5,5,2,0,2,1,3,,,
225731233,,"$150,001 - $200,000",60.5,3,1,0,0,0,0,,,
225731259,3,Prefer not to say,30.5,2,0,0,2,3,1,,,
225731305,3,"$100,001 - $150,000",60.5,2,0,3,2,1,0,"vamilla, peanut butter cup- moose tracks",,It probably wasn't on special price when I was shopping
225731549,,"Under $50,000",50.5,2,0,0,1,3,2,,,
225731658,4,Prefer not to say,50.5,2,0,0,2,1,3,"Vanilla, chocolate, oreo-cookie crumb",,Just haven't tried it yet
225731973,3,Prefer not to say,50.5,3,0,2,3,1,0,"German Chocolate Cake, Mocha Almond Fudge, Strawberry, Peach, Key Lime Pie, etc.",,Wasn't aware of it
225731980,4,0,70.5,2,0,0,1,2,3,,,
225732021,,"Over $200,000",50.5,2,2,1,0,2,3,,,
225732233,3,"Under $50,000",40.5,1,1,2,0,3,1,Coffee,wanted to try a new brand,
225732444,,"$150,001 - $200,000",40.5,2,0,0,2,1,3,,,
225732622,,"$50,000 - $75,000",30.5,2,2,0,1,2,3,,,
225732752,3,"$100,001 - $150,000",50.5,3,1,0,1,3,2,"chocolate peanut butter, mint chocolate chip, vanilla/choc, vanilla, butter pecan",,haven't seen flavor that family likes in low fat 
225732807,2,"$100,001 - $150,000",20.5,2,0,3,0,1,2,,,Wows location is too far to drive with ice cream
225732826,4,Prefer not to say,50.5,2,1,0,1,2,3,"cookies and cream, orange dreamsicle, butter pecan, ",,The nearest Wow's is too far away to purchase Ice Cream. The Woodbridge Wow's however will open next week.
225733222,2,"$100,001 - $150,000",40.5,2,2,0,1,3,2,,,"I don't know, probably thinking it will not taste as good"
225733410,,"$100,001 - $150,000",60.5,2,1,0,2,1,3,,,
225733454,2,"$75,001 -  $100,000",40.5,2,1,2,2,2,0,,,I don't care for Wow's regular Ice cream.
225733565,3,Prefer not to say,60.5,2,0,1,0,2,3,"chocolate, coffee",,price compare at time of purchase
225734168,3,"Over $200,000",40.5,4,2,1,1,1,3,"neopolitan, coffee, cookie dough",Because of the price and because we like their regular ice cream,
225735059,3,0,80.5,2,0,2,0,2,2,vanilla and chocolate flavers,price and of course lower fat content,
225735061,4,"$100,001 - $150,000",30.5,2,0,3,0,1,2,"Raspberry truffle, then outside of that - surprise me!",I love the raspberry truffle flavor!,
225735134,,Prefer not to say,60.5,3,0,0,0,0,0,,,
225735438,4,Prefer not to say,60.5,2,0,2,0,1,3,Plain vanilla with Chocolate chip,,Have not had the chance since I only go to Wows once every 4-5 months
225735563,,"Under $50,000",50.5,2,2,2,3,0,1,,,
225735708,1,Prefer not to say,60.5,2,0,1,0,2,3,,,In Wegmans brand we ONLY like the regular French Vanilla
225735971,,Prefer not to say,40.5,1,0,0,0,0,0,,,
225736093,4,"Under $50,000",50.5,5,0,0,1,3,2,"chocolate, chocolate&vanilla mix or Neopalaton",sale price,
225736122,,Prefer not to say,40.5,2,0,0,3,2,1,,,
225736312,3,"Under $50,000",70.5,3,0,1,1,3,1,"vanilla, neapolitan and chocolate peanut butter",less fat and calories,
225736660,3,Prefer not to say,40.5,2,3,0,2,1,3,"Coffee, Creamsicle, Black Raspberry, strawberry",,see other brands/flavors i like
225736826,3,"Over $200,000",50.5,2,0,2,0,1,3,,Vanilla,
225736924,2,Prefer not to say,60.5,2,0,2,2,0,2,,,I am afraid I might not like it and then I have a 1/2 gallon.  I look for a brand name like Beyers that I have used for years.
225737015,3,"Over $200,000",40.5,2,0,3,1,0,2,"birthday cake, spumoni, ",,Didn't notice it in the store
225737096,1,Prefer not to say,50.5,1,0,0,3,1,2,,,never noticed it in the case
225737106,3,"$150,001 - $200,000",60.5,2,0,1,2,0,3,,,don't know
225737112,,"Under $50,000",50.5,3,0,2,1,3,0,,,
225737316,,"$100,001 - $150,000",70.5,1,3,1,3,0,2,,,
225737328,,Prefer not to say,40.5,2,2,0,2,1,3,,,
225737414,4,"$100,001 - $150,000",60.5,3,0,1,3,0,2,"Chocolate Ribbon, Vanilla, Peach, Neopolitan",,Because our Wows Woodbridge store has not opened yet.  I will purchase it when they open.
225737470,3,"$50,000 - $75,000",60.5,1,0,0,2,1,3,"french vanilla, pecan, butterscotch, any kind of chocolate",,don't know
225737772,,"$100,001 - $150,000",40.5,2,4,0,2,1,3,,,
225737839,,"Under $50,000",40.5,2,2,0,1,3,2,,,
225738034,,Prefer not to say,50.5,3,1,0,2,3,1,,,
225738119,4,"Over $200,000",70.5,2,0,0,2,1,3,vanilla and chocolate,because of the taste,
225738264,,"$100,001 - $150,000",40.5,2,1,0,1,3,2,,,
225738449,3,Prefer not to say,60.5,2,0,1,2,0,3,butter pecan,,always buy national brand
225738516,,Prefer not to say,30.5,2,1,0,3,2,1,,,
225738601,2,"Under $50,000",50.5,2,0,0,2,2,2,,,doesn't have flavours I prefer.
225738831,3,Prefer not to say,40.5,5,4,2,3,0,1,"traditional flavors, vanilla, neopolitan, fugde swirl, the simpler the better",To try it compared to the national light brnads.,
225739165,,"$50,000 - $75,000",20.5,4,1,0,0,0,0,,,
225739624,4,Prefer not to say,60.5,2,0,3,0,2,1,Butter pecan and chocolate chip cookie dough,available in the flavor I wanted,
225739947,,Prefer not to say,40.5,1,2,0,1,3,2,,,
225740233,,"Under $50,000",60.5,1,0,0,1,3,2,,,
225740304,,"$75,001 -  $100,000",40.5,1,1,0,0,0,0,,,
225740947,3,"$75,001 -  $100,000",40.5,1,2,2,0,1,3,"chocolate chip, strawberry, coffee",price,
225741023,3,"$75,001 -  $100,000",30.5,2,0,0,1,2,3,Any combination of chocolate and peanut butter.,,"Wegman's regular ice cream is very good, so it is my usual purchase."
225741155,1,Prefer not to say,40.5,1,0,3,1,2,0,,Low Fat,
225741162,,"$100,001 - $150,000",40.5,5,3,0,2,3,1,,,
225741254,3,"Under $50,000",60.5,2,0,3,0,2,1,"cherry vanilla, butterscotch, chocolate",I like wegman's brand very much,
225741302,2,"$50,000 - $75,000",30.5,2,0,3,0,2,1,,,"Am awaiting the opening of Wegman's in my neighborhood tomorrow.  Until then, I shop at other stores"
225741318,,"Under $50,000",40.5,2,2,1,2,3,0,,,
225741827,3,"$150,001 - $200,000",40.5,2,2,3,0,2,1,"strawberry, mint chocolate chip, coffee, caramel, pistachio",it was on sale and I thought I'd try it,
225741911,3,"$100,001 - $150,000",30.5,2,1,0,2,1,3,Chocolate,,"No specific reason, just always liked the Edy's slow churned."
225742041,2,"Under $50,000",60.5,2,0,0,1,3,2,,,store too far away ice cream will melt
225742230,3,"Under $50,000",80.5,2,0,3,0,2,1,"Vanilla, Chocolate, Cherry, Chocolate Chip, and others -- we usually make up our mind on flavor on what's availabe in the freezer.","The price, the flavor(s), and low fat content",
225742347,,"Over $200,000",50.5,2,0,0,0,0,0,,,
225742617,3,"$50,000 - $75,000",60.5,2,0,0,1,2,3,"vanilla, chocolate, neopolitan, banana ",,no recent opportunity
225742667,,"Under $50,000",50.5,3,0,0,3,2,1,,,
225742725,,"Under $50,000",60.5,2,0,0,3,1,2,,,
225742856,,"$50,000 - $75,000",60.5,3,0,0,1,2,3,,,
225742899,,"Under $50,000",40.5,2,2,1,3,2,0,,,
225743036,3,"$75,001 -  $100,000",50.5,2,0,1,1,1,3,"butter pecan, caramel",,no real reasons - usually when I buy wegmans i buy regular
225743132,,"$75,001 -  $100,000",50.5,3,0,0,2,1,3,,,
225743406,2,Prefer not to say,50.5,2,0,3,0,2,1,,,Didn't see it displayed
225743491,4,"$100,001 - $150,000",40.5,4,2,0,1,2,3,,,
225743600,,"$100,001 - $150,000",40.5,3,1,0,2,1,3,,,
225743887,3,Prefer not to say,60.5,4,1,0,2,1,3,"vanilla, chocolate chip, cookies & cream, pistachio, cvs,  ",,Store located too far to transport ice cream home.
225744315,,"$100,001 - $150,000",60.5,2,0,0,0,0,0,,,
225744569,4,"$75,001 -  $100,000",60.5,2,0,0,1,3,2,"chocolate chip mint, vanilla, peanut butter",It was lower priced.,
225744881,3,"$75,001 -  $100,000",50.5,3,0,3,2,1,0,"Vanilla, chocolate, strwberry & fruit flavors ",,Did not know it was available
225744974,2,"$150,001 - $200,000",40.5,2,2,2,2,1,1,,,"prefer known, name brands"
225745055,,Prefer not to say,20.5,3,0,0,0,0,0,,,
225745163,2,"Under $50,000",30.5,2,2,2,0,3,1,,,Don't know
225745284,2,"$75,001 -  $100,000",50.5,1,0,0,1,2,3,,,"I usually purchase the fuller fat content,if i'm buying Wegman's."
225745619,,Prefer not to say,80.5,1,0,0,3,1,2,,,
225745737,1,"$100,001 - $150,000",70.5,2,0,1,2,0,3,,,I like Edy's or Ben & Jerry's
225745874,3,Prefer not to say,60.5,2,0,0,2,2,2,vanilla and green mint chip,,"I prefer national brands, I believe the quality is more dependable"
225745895,3,"$50,000 - $75,000",40.5,2,3,3,0,2,1,"vanilla bean, coffee, and tin roof, and peanut butter",Because I think that their brand tastes great and it is low fat and less expensive,
225746037,,"$50,000 - $75,000",40.5,1,0,0,3,1,2,,,
225746208,,"Under $50,000",50.5,1,0,0,2,2,2,,,
225746226,4,"Under $50,000",50.5,2,1,3,0,1,2,coffee,,wasnt sure it would be as good as a well known brand
225746437,,"$100,001 - $150,000",40.5,1,2,1,3,0,2,,,
225746801,4,Prefer not to say,60.5,2,0,2,0,1,3,any chocolate mixture,wanted to try it,
225746946,,Prefer not to say,40.5,2,1,0,0,0,0,,,
225747002,2,Prefer not to say,50.5,2,1,3,0,2,1,,my husband liked one of the flavors,
225747039,,Prefer not to say,50.5,2,0,1,2,0,3,,,
225747493,,"Under $50,000",50.5,1,0,0,1,2,3,,,
225747934,3,"$75,001 -  $100,000",20.5,2,0,0,2,1,3,"chocolate marshmallow, chocolate mint fudge, chocolate fudge brownie, peanut butter fudge, vanilla with vanilla bean",,I don't think Wows has enough unique flavors of ice cream.
225748054,1,"$100,001 - $150,000",30.5,2,0,3,0,1,2,,lower cost,
225748076,4,"$75,001 -  $100,000",30.5,1,2,0,2,3,1,"Pina Colada, Strawberry Cheesecake, Coconut Almond Fudge Crunch, Vanilla, Mint Chocolate Chip, Chocolate, and Butter Pecan. ",,"I don't have a Wows near my house so I don't go there too often.  The closest stores to me are Food Lion, Giant, Shoppers, and Safeway.  Once the new Wows is built in PG County, then I will shop there more often."
225748117,,"$50,000 - $75,000",40.5,2,2,0,2,1,3,,,
225748132,3,Prefer not to say,50.5,2,1,2,2,2,0,strawberry; vanilla/vanilla bean; mint chocolate chip; chocolate chip,,"no particular reason -- maybe the flavor I wanted at the moment wasn't in stock, or Wegman's product wasn't less expensive than National brand"
225748178,1,Prefer not to say,40.5,2,2,2,3,0,1,,,"Wegman's is currently too far away to go for regular shopping.  Currently, we go when I want special fish, meat or cheese.  However, Wegman's is opening up closer to home this weekend!"
225748256,2,"Under $50,000",60.5,1,1,0,2,1,3,,,I usually buy what's on sale and i don't think i ever tried Wows and if it is close in price i buy what i already know is good and sometimes have a coupon
225748326,3,Prefer not to say,70.5,2,0,3,1,0,2,"Vanilla, chocolate, a chocolate swirled vanilla with nuts, butter pecan.",,Some brands of low fat ice creams seem to lack the full flavor of quality ice creams.  I would have to sample Wegman's product before making a purchase of it.
225748416,4,"$100,001 - $150,000",40.5,2,2,3,0,2,1,"choc. chip, heath bar crunch, Panda-paws type flavor, ",Good product for good price,
225748515,3,Prefer not to say,70.5,2,0,2,1,1,2,vanilla; peach; raspberry,For my husband; I'm lactose intolerant,
225748559,3,"$50,000 - $75,000",60.5,3,0,2,0,1,3,"vanilla, chocolate, neopolitan, chocolate marshmallow or swirl, fruit flavors--strawberry, raspberry, PEACH , ",The regular ice cream is very good--creamy & flavorful so it made sense to try the light one when we couldn't find what we wanted in the regular,
225748948,2,Prefer not to say,60.5,2,0,2,1,0,3,,,I enjoyed Perrys and Bryers doubled churned and have not seen a Wow's doubled churned.
225749563,,"Under $50,000",60.5,1,0,0,2,1,3,,,
225749924,3,"Over $200,000",40.5,3,1,2,3,0,1,"Cookie Dough, Vanilla, Peanut Butter Cup",,Just haven't gotten around to it.
225750422,,"$100,001 - $150,000",70.5,2,0,0,2,3,1,,,
225750454,3,"$150,001 - $200,000",40.5,2,3,3,0,1,2,"Caramel, Vanilla,  Double Chocolate",,I don't know why.  Maybe the packaging didn't catch my attention.
225750467,,"Under $50,000",50.5,2,0,0,2,2,2,,,
225750658,4,"$75,001 -  $100,000",60.5,1,0,1,2,0,3,"chocolate chip cookie dough, butter pecan, natural vanilla, rocky road, all-natural strawberry (with chunks of real strawberry, please), cookies 'n cream, mint",,"Haven't been in the mood to play with ""low fat"" ice cream any of the times I was in Wegman's.  No other reason."
225750742,3,Prefer not to say,60.5,2,0,1,2,0,3,"chocolate, caramel",,live an hour away
225750953,3,Prefer not to say,50.5,3,3,3,0,2,1,"Vanilla, Chocolate, Coffee, Cookie Dough, Mint CC, ",On sale.,
225751073,3,"$50,000 - $75,000",30.5,2,2,2,0,3,1,All of the same flavors that you offer in the regular ice creams,Cheapest,
225751294,2,"$50,000 - $75,000",30.5,1,1,0,2,1,3,,,never noticed it
225751517,2,"Under $50,000",60.5,1,0,2,0,1,3,,I usually buy wegmans icecream like the taste price is good,
225751519,3,Prefer not to say,40.5,2,2,3,0,1,2,coffee,,I've never seen it at the store
225751641,4,"$50,000 - $75,000",40.5,2,0,1,0,2,3,"Black Raspberry, Butter Pecan, Coffee, Chocolate, Vanilla","First the price, but it tastes great too.  Nice and creamy",
225751687,2,"Under $50,000",60.5,1,0,3,0,2,1,,"price, low faw and flavor",
225751924,3,"$50,000 - $75,000",40.5,2,2,0,2,1,3,"cookie dough, mint, choc almond, mint-ting-a-ling",probably for the flavor wanted at the time of purchase,
225752308,3,"$75,001 -  $100,000",50.5,1,0,2,1,0,3,chocolate,,Never thought to try it.
225752326,,"$75,001 -  $100,000",50.5,3,0,0,1,2,3,,,
225752704,4,"$75,001 -  $100,000",50.5,3,1,1,1,2,2,vanilla chocolate marble and strawberry,,No reason
225752833,,"$50,000 - $75,000",50.5,2,0,0,1,2,3,,,
225752947,3,Prefer not to say,50.5,2,0,1,0,3,2,"chocolate almond, chocolate, strawberry & vanilla. Tin roof!",it looked good and i was watching my weight.,
225753122,4,"$150,001 - $200,000",50.5,3,3,2,0,1,3,"vanilla bean, chocolate",wanted to try it,
225753702,,"$75,001 -  $100,000",40.5,2,2,0,2,2,2,,,
225753716,,"Under $50,000",60.5,2,0,0,1,3,2,,,
225753950,,Prefer not to say,70.5,2,0,0,1,2,3,,,
225754021,,"$75,001 -  $100,000",40.5,2,1,0,1,3,2,,,
225754211,2,Prefer not to say,60.5,2,0,2,1,3,0,,,had coupons for other brand/brands
225754348,,"$75,001 -  $100,000",30.5,1,0,0,2,3,1,,,
225754396,,Prefer not to say,60.5,2,0,0,3,1,2,,,
225754635,,"$75,001 -  $100,000",40.5,4,2,0,3,1,2,,,
225754688,,"$50,000 - $75,000",40.5,1,0,0,1,2,3,,,
225754706,,"Under $50,000",70.5,2,0,0,2,1,3,,,
225755260,1,"$150,001 - $200,000",60.5,2,0,1,2,0,3,,,The Wegmans are to far from Lancaster PA to purchase ice cream
225755612,3,"$100,001 - $150,000",60.5,3,0,1,0,2,3,"Coffee mocha, pistachio",,Have not seen a flavor that interests me
225755718,,Prefer not to say,60.5,2,0,0,3,1,2,,,
225755812,4,"$75,001 -  $100,000",60.5,2,0,3,0,1,2,"chocolate, vanilla, and combinations of choc/vanilla",I buy low fat ice cream,
225756122,2,"Under $50,000",20.5,2,0,2,2,0,2,,,It is not vegan
225756192,3,"Under $50,000",60.5,2,0,2,0,1,3,"Chocolate Brownie, Cashew Crunch",,I usually buy no sugar added
225756352,2,Prefer not to say,60.5,1,0,3,0,1,2,,,Wow's is a 45 min drive from home.. usually do not get dairy products to transport
225756561,,"$100,001 - $150,000",30.5,1,0,0,1,3,2,,,
225756957,1,"$50,000 - $75,000",60.5,2,0,0,2,1,3,,,"Because I have too far to travel till I would get it into the freezer.  I would have milk in place of ice cream.  I do carry a cooler with me when I shop your store, but the distance is still too great unfortunately for some frozen items."
225757341,,"Under $50,000",60.5,1,0,0,3,2,1,,,
225757409,,Prefer not to say,50.5,3,0,0,2,2,2,,,
225757430,,"Under $50,000",40.5,3,1,0,3,1,2,,,
225757500,1,"$100,001 - $150,000",60.5,2,0,3,0,1,2,,,sugar content is too high
225757596,,Prefer not to say,40.5,3,0,0,1,3,2,,,
225757609,,"Under $50,000",20.5,2,0,0,2,1,3,,,
225757805,,"Under $50,000",60.5,1,0,0,1,3,2,,,
225757967,,Prefer not to say,70.5,2,0,0,0,0,0,,,
225758094,2,"$100,001 - $150,000",50.5,1,0,3,0,2,1,,for the price and to see how it compared to Turkey Hill or Breyer's,
225758236,3,"$75,001 -  $100,000",50.5,4,0,0,2,1,3,"chocolate, vanilla, neopolitan, cookies and cream, fudge royal, strawberry, peach ",,"Haven't tried it yet. If it's good, I'll try it."
225758429,,"$75,001 -  $100,000",60.5,2,0,0,2,1,3,,,
225758873,,"$150,001 - $200,000",30.5,2,0,0,1,2,3,,,
225759102,2,"$100,001 - $150,000",50.5,2,0,3,2,0,1,,,the others have a fat free choice
225759144,,"$150,001 - $200,000",50.5,2,0,1,3,0,2,,,
225759316,,"Under $50,000",60.5,3,0,0,0,0,0,,,
225759324,3,"$50,000 - $75,000",60.5,2,0,0,2,1,3,"Coffee, Maple Walnut, Vanilla",,"I usually buy whichever ice cream is on sale that week at the supermarket closest to me(Edy's, Breyers or Turkey Hill)."
225759461,,"$50,000 - $75,000",50.5,3,1,0,2,3,1,,,
225759464,3,"Under $50,000",50.5,2,2,1,0,2,3,"peanut butter,choc/pretezel",,need no sugar added 
225759540,,Prefer not to say,60.5,2,0,0,0,0,0,,,
225759639,3,"Over $200,000",50.5,2,2,2,3,1,0,"chocolate, choc chip mint, raspberry, vanilla",,never thought about it
225759664,,"$50,000 - $75,000",60.5,1,0,0,0,0,0,,,
225759901,3,"Under $50,000",50.5,1,0,2,0,2,2,"french vanilla,bannana vanilla french with chocolate grated",i love the product just if not better than brand name ,
225760007,1,"Under $50,000",60.5,1,0,0,2,1,3,,,becaues I prefer Schwan's ice cream although my all time favorite is Purity which I wish you would carry
225760618,,"$75,001 -  $100,000",30.5,2,0,0,1,3,2,,,
225760666,,Prefer not to say,50.5,2,0,0,0,0,0,,,
225760671,2,"$150,001 - $200,000",50.5,2,1,3,0,1,2,,,the store in our area hasn't opened yet.  Give me time.
225760887,4,"$100,001 - $150,000",30.5,2,3,0,1,2,3,"Coffee, chocolate, and cookie dough",,My Wegmans is not open yet. I will most likely try this ice cream when my local store opens on the 8th.
225760939,1,Prefer not to say,70.5,2,0,2,0,1,3,,,didn't see a flavor I wanted
225760985,,Prefer not to say,70.5,2,0,0,2,1,3,,,
225761192,,"$100,001 - $150,000",60.5,2,0,0,1,2,3,,,
225761259,4,"Under $50,000",40.5,2,4,0,1,3,2,"Vanilla, chocolate, strawberry, coffee, some sort of chocolate brownie. ",Sale price,
225761262,3,0,60.5,3,0,0,2,1,3,vanilla and chcolate,,like turkey hill
225761304,,"$100,001 - $150,000",50.5,3,0,0,3,2,1,,,
225761417,2,"Over $200,000",40.5,2,3,0,3,1,2,,,I usually only purchase Edy's Slow Churned Rich and Creamy ice cream
225761574,3,Prefer not to say,40.5,2,3,0,1,2,3,"Party cake, chocolate marshmallow, choc chip cookie dough",,I don't know
225761748,,"Under $50,000",50.5,3,0,0,2,1,3,,,
225762049,4,"$50,000 - $75,000",50.5,1,0,3,1,2,0,"chocolate, vanilla, chocolate/vanilla combo, chocolate chip cookie dough",,haven't had the opportunity to yet
225762203,,"$75,001 -  $100,000",50.5,2,1,0,2,2,2,,,
225762675,,Prefer not to say,50.5,4,0,0,3,1,2,,,
225762731,3,"$75,001 -  $100,000",60.5,3,0,2,3,1,0,strawberry,,I  never tried them
225762745,4,"$50,000 - $75,000",30.5,2,2,0,1,3,2,"Chocolate ice cream with cherries or cherry ice cream with chocolate pieces, any combo of chocolate and nuts ",,No particular reason.  I probably will at some point.  May have found a better price or flavor in the other brands at the time of purchase.
225762789,,Prefer not to say,40.5,2,0,0,2,1,3,,,
225762931,,"$50,000 - $75,000",50.5,5,1,0,3,1,2,,,
225763134,3,"$150,001 - $200,000",40.5,2,0,1,2,0,3,"chocolate almond, vanilla, chocolate, cookies and cream, mint cookie, mint chocolate chip, butter pecan.  You can't find chocolate almond anywhere, it would be a really unique flavor! (and delicious!)  almonds are very healthful.  : )",,I have not really seen it in the store or looked for it.  I usually do buy national brand ice cream although I buy Wegmans brand in other products.
225763156,4,"$50,000 - $75,000",50.5,1,0,3,1,0,2,Anything without chocolate (except mint chocolate chip),,haven't found a flavor that i like
225763408,,Prefer not to say,50.5,1,0,0,3,1,2,,,
225763579,4,"Under $50,000",50.5,1,0,1,0,2,3,"butter brickle, french vanilla, plain chocolate chip","taste, flavor was appealing to me",
225763648,,"$150,001 - $200,000",60.5,2,0,0,3,1,2,,,
225763737,3,"$50,000 - $75,000",30.5,2,2,1,2,0,3,"vanilla, mint chocolate chip, cookie dough, caramel, chocolate, ???",,I don't usually like Wow's ice cream.  It isn't as flavorful as national brands.
225763878,2,"Over $200,000",50.5,2,2,2,3,0,1,,,I like particular  Ben and Jerry's flavors.  I buy larger containers of plain vanilla when I am entertaining and use it for desserts.
225763896,,Prefer not to say,50.5,1,1,0,3,1,2,,,
225764329,4,"$75,001 -  $100,000",60.5,2,0,3,1,0,2,"Cherry Vanilla, Peach, Fudge Ripple, Butter Pecan","I liked the flavors available in low fat.  I also buy it when it is on sales, which makes it a very good bargain - Low fat, lower price.",
225764608,4,"$50,000 - $75,000",30.5,2,1,1,0,2,3,"Mint chocolate chip, cookies and cream, choc. chip cookies dough.  If it's possible, choc peanut butter cup.",,"I first look for the flavor I want, mint chocolate chip.  I have not seen this flavor in the Wows brand"
225764772,,Prefer not to say,40.5,1,2,1,2,0,3,,,
225764954,3,"Over $200,000",50.5,3,0,3,0,2,1,"chocolate brownie, turtle sundae, caramel",flavor appealed to me,
225764970,,"Under $50,000",70.5,2,0,0,1,2,3,,,
225765451,2,Prefer not to say,70.5,2,0,3,0,2,1,,"Lower fat content, lower price than National brank, and good taste",
225765619,3,"$75,001 -  $100,000",40.5,3,3,0,1,3,2,Antyhing chocolate or peanut butter,Low fat dessert alternative,
