Session ID,Purchase.Intention,Household.income,Age ,Adults.household,Chidren.household,LFC,NB,LP,CF,Flavors,why.purchase,why.dont.purchase
225592746,2,"$75,001 -  $100,000",60.5,1,0,2,0,1,3,,,Didn't know it existed
225592785,,"Under $50,000",20.5,2,0,1,3,2,0,,,
225592826,2,"$50,000 - $75,000",70.5,1,0,3,1,2,0,,,too far to travel for ice cream
225592830,,"$100,001 - $150,000",40.5,2,2,1,1,3,1,,,
225592883,2,"Under $50,000",40.5,1,1,2,0,3,1,,,Turkey Hill is always on sale
225592885,,"$100,001 - $150,000",60.5,4,0,0,3,1,2,,,
225592886,,"$75,001 -  $100,000",70.5,2,0,0,2,1,3,,,
225592887,,"$100,001 - $150,000",40.5,2,2,0,3,1,2,,,
225592898,,"$75,001 -  $100,000",50.5,3,0,0,1,2,3,,,
225592961,3,"$75,001 -  $100,000",50.5,1,1,1,1,2,2,"vanila, hazelnut, rocky road",,I usually shop for hard to find items in Wows. I get icecream elsewhere
225592967,3,Prefer not to say,40.5,1,0,2,0,2,2,"chocolate, maple walnut",,usually buy icecream in another grocery store where I do the majority of my grocery shopping
225593019,3,"$75,001 -  $100,000",30.5,2,0,3,1,2,0,,,
225593087,,Prefer not to say,60.5,4,1,0,3,1,2,,,
225593105,3,"Under $50,000",30.5,1,0,3,0,2,1,"Chocolate chip, chocolate chip cookie dough, mint chocolate chip, chocolate chip.",,Didn't know about it
225593137,3,"$50,000 - $75,000",30.5,3,2,0,1,2,3,caramel,,"No reason, never came about "
225593202,1,"$100,001 - $150,000",60.5,2,0,2,2,0,2,,,Prefer National Brands
225593209,,"$100,001 - $150,000",50.5,5,1,0,1,2,3,,,
225593252,2,"Under $50,000",30.5,2,0,2,1,3,0,,,not on sale
225593291,3,"$100,001 - $150,000",60.5,2,0,3,1,0,2,"cherry vanilla, butter pecan, peanut butter crunch, peanut butter cups (moose tracks)","Because, on that particular day, it was the only Low Fat available, besides plain vanilla or chocolate. Just because someone wants low fat, doesn't mean they want boring.",
225593342,3,"$100,001 - $150,000",40.5,2,2,3,0,2,1,anything chocolate,,I did not know it was available
225593353,3,Prefer not to say,40.5,3,0,2,2,0,2,"vanilla, chocolate strawberry, chocolate chip",I wnted a lighter ice cream that was a healthy snack,
225593369,4,"Under $50,000",50.5,3,1,2,0,1,3,"chocolate variations, maple walnut, cinnamon",Was lower priced and wanted to try it. Was very pleased.,
225593389,,"Under $50,000",30.5,2,3,0,1,3,2,,,
225593417,4,"$50,000 - $75,000",40.5,4,2,0,2,3,1,VANILLA,good price,
225593451,3,"$100,001 - $150,000",50.5,3,1,3,1,0,2,"chocolate chip cookie dough, mint chocolate chip, chocolate peanut butter cup, coconut chocolate chip, party cake",,Didn't realize they made low fat ice cream
225593464,2,"Under $50,000",20.5,2,0,3,0,2,1,,,I did not like any of the flavors that were on the shelf at the time.
225593481,4,"$75,001 -  $100,000",50.5,3,0,2,0,1,3,"anything with chocolate, nuts, carmel, maple walnut",,like Edy's
225593515,,"$75,001 -  $100,000",50.5,2,0,0,1,2,3,,,
225593552,,"$75,001 -  $100,000",30.5,1,0,1,0,3,2,,,
225593574,,Prefer not to say,70.5,3,0,1,2,0,3,,,
225593585,,"Over $200,000",50.5,5,0,0,3,1,2,,,
225593713,1,0,60.5,3,0,0,3,2,1,,,I usually stick to name brands for ice cream
225593750,3,"$150,001 - $200,000",40.5,2,2,0,3,1,2,"chocolate chip, chocolate, butter pecan",,Have not thought about it
225593757,,"$50,000 - $75,000",60.5,1,0,0,0,0,0,,,
225593800,4,Prefer not to say,50.5,4,3,3,1,0,2,"Chocolate Mouse Tracks, Chocolate Chip Cookie Dough, Coffee, Peach, Mint Chocolate Chip, Fudge Ripple, Cookies and Cream, and Peanut Butter Ripple.",Variety of flavors offered.,
225593872,2,"$50,000 - $75,000",30.5,2,3,0,2,1,3,,,"i don't really like low fat ice cream, generally speaking, it would have to be a try-it-free...then i might be impressed and get it again"
225593877,3,Prefer not to say,50.5,2,2,0,2,1,3,"butter pecan, strawberry, French vanilla",,"It has not been convenient to shop at Wows, but we are looking forward to the opening of a new store near us."
225593888,1,Prefer not to say,20.5,2,0,2,1,0,3,,,It's not vegan.
225593919,,"$50,000 - $75,000",50.5,2,0,0,3,1,2,,,
225593925,3,Prefer not to say,60.5,4,0,0,1,3,2,neopolitan,price,
225593942,3,Prefer not to say,50.5,4,0,2,1,0,3,"Mint chocolate chip, Neapolitan, Cookie Dough, ",I've been happy with most Wow brand items I've tried and the price is right.,
225593992,3,"$100,001 - $150,000",70.5,2,0,1,1,1,3,Chocolate & butter Pecan,Price,
225594006,,Prefer not to say,40.5,5,3,0,1,3,2,,,
225594075,3,Prefer not to say,40.5,2,3,2,0,3,1,Mint Chocolate Chip; Rocky Road; Chocolate Peanut Butter; Pralines & Cream; Dark Chocolate,,"I don't live near a Wows and do not shop there regularly.  However, you are opening one within 3 minutes of my house. In the future, I plan to shop Wows periodically."
225594122,3,"$75,001 -  $100,000",40.5,2,0,0,2,1,3,"Anything with Peanut Butter. Fruit flavors (mango, lemon, cherry).  ",Flavor,
225594151,3,Prefer not to say,40.5,2,2,0,3,1,2,"vanilla, chocolate, strawberry",,
225594189,4,"$75,001 -  $100,000",40.5,2,3,3,0,2,1,"French vanilla, something similar to Perry's ""Piece of cake"", chocolate.",tastes good and low price,
225594252,,"$50,000 - $75,000",60.5,2,0,0,3,2,1,,,
225594253,1,Prefer not to say,60.5,2,0,3,1,0,2,,,"I live in Maryland, pretty far from Wegman's, so I don't like to purchase highly perishable items when shopping at the store."
225594267,4,"$75,001 -  $100,000",70.5,1,0,2,0,1,3,"peach, raspberry, chocolate and vanilla",lower price,
225594302,,"Under $50,000",40.5,3,4,1,1,3,1,,,
225594345,,Prefer not to say,60.5,2,0,0,1,2,3,,,
225594448,,"$50,000 - $75,000",50.5,1,0,0,2,1,3,,,
225594535,3,"$50,000 - $75,000",40.5,2,0,0,2,1,3,I'd love to see the rum raisin in a light ice cream,,"I just haven't tried it yet, although I have purchased Wegman's regular ice cream in pints"
225594541,,"Under $50,000",30.5,1,0,0,2,3,1,,,
225594570,3,"$50,000 - $75,000",20.5,2,0,1,0,2,3,similar to those of regular fat especially venitian cappucino,curious to see what it tastes like,
225594660,4,"$75,001 -  $100,000",50.5,4,1,0,1,3,2,"Chocolate, chocolate marshmellow, cookie dough","lower nprice, like the regular ice cream so decided to try it",
225594661,3,"$150,001 - $200,000",60.5,2,0,0,2,1,3,all of the normal ones and a few special ones.,,never thought of it
225594711,,"$150,001 - $200,000",70.5,2,0,1,3,0,2,,,
225594741,3,"$100,001 - $150,000",60.5,2,0,2,0,3,1,"vanilla bean, chocolate chip,lemon cream",,usually buy brand name
225594772,3,Prefer not to say,60.5,2,0,0,3,1,2, We like any flavor that includes chocolate with nuts  etc.,,"we have found some national brands we like better, and we can buy regular icecream with higher fat content , but eat much less ."
225594787,2,Prefer not to say,50.5,2,0,0,2,1,3,,,I usually don't buy storebrand items and I don't try because I don't want to waste the money if I don't like the product.
225594808,,"Over $200,000",30.5,2,2,1,2,0,3,,,
225594820,2,Prefer not to say,60.5,2,0,3,1,0,2,,,"i have no idea if its any good and  no one has given me feedback.also, have not checked out the fat content compared to my usual brand."
225594825,3,"$75,001 -  $100,000",50.5,2,0,0,1,3,2,"Chocolate Marshmellow, Vanilla, Coffee Fudge.",,I prefer Wows regular ice cream
225594831,,"Under $50,000",60.5,1,0,0,2,1,3,,,
225594846,,"$100,001 - $150,000",30.5,2,1,0,2,3,1,,,
225594870,4,"$150,001 - $200,000",60.5,5,0,0,2,1,3,"mocha, chocolate, mint chip, strawberry",quality of Wow's products.,
225594875,,"Under $50,000",50.5,2,0,0,0,0,0,,,
225594885,3,Prefer not to say,60.5,2,0,1,3,0,2,Choc/Peanut butter,,I like a different brand
225594901,,"Under $50,000",60.5,3,0,0,0,0,0,,,
225594926,2,"$150,001 - $200,000",60.5,2,0,0,2,3,1,,,selection of flavors not as great as Turkey Hill
225594953,3,"$75,001 -  $100,000",40.5,2,0,1,3,0,2,"vanilla, butter pegan, chocolate",,"I've never shopped at Wegmans, since there's a new one opening up in my neighborhood, I'll have to shop there."
225594961,,"$150,001 - $200,000",50.5,3,0,0,3,1,2,,,
225594976,,"$50,000 - $75,000",40.5,4,2,1,0,3,2,,,
225595035,,"$100,001 - $150,000",60.5,2,0,0,2,1,3,,,
225595047,3,Prefer not to say,60.5,3,0,2,2,0,2,"Chocolate, Black Raspberry, Vanilla Fudge",,"Usually stay with National brands, however, would consider Wow's if I knew who made it."
225595114,3,"$50,000 - $75,000",60.5,2,0,3,0,1,2,"coffee, chocolate, ",it was on sale,
225595140,2,Prefer not to say,60.5,4,1,0,2,1,3,,,I like Turkey Hill regular ice cream
225595154,,Prefer not to say,60.5,1,0,0,2,1,3,,,
225595185,2,"$50,000 - $75,000",60.5,2,0,2,0,2,2,,I like Wows brand,
225595214,2,"Under $50,000",40.5,2,1,0,1,2,3,,,Wows is usually too far for me to drive.  I usually only shop there when the opportunity arises.
225595238,2,"$100,001 - $150,000",30.5,2,0,1,2,3,0,,,never looked at only national brands on sale
225595253,,"$150,001 - $200,000",50.5,4,2,0,3,1,2,,,
225595268,,"$50,000 - $75,000",40.5,2,2,0,2,3,1,,,
225595275,3,"$50,000 - $75,000",40.5,2,1,3,0,2,1,"cookies & cream, peanut butter, vanilla and choc mixed",store brand is good and lower in price,
225595279,4,"$50,000 - $75,000",50.5,3,0,1,0,2,3,Chocolate! I really like your Chocolate Nutty Cone. If it could be offer in light it would be great.,Because of the flavor they had at the time,
225595308,3,Prefer not to say,50.5,3,0,3,0,1,2,"whoopie pie, moose tracks, carmel delight etc. etc.",to try it,
225595363,3,"Under $50,000",40.5,2,1,3,0,1,2,"vanilla, chocolate, peanut butter",low fat + price,
225595385,3,"$50,000 - $75,000",20.5,2,2,0,1,3,2,"mint choc chip, choc, french vanilla, cookie dough, ",,I have never shopped at Wows yet
225595443,3,"$100,001 - $150,000",40.5,3,1,0,1,3,2,Basic flavors and some exotic ones. ,It had the flavor we were looking for.,
225595445,3,Prefer not to say,60.5,2,0,3,0,2,1,"vanilla, chocolate, vanilla fudge",price and like it,
225595451,3,"Under $50,000",30.5,1,0,3,0,2,1,"Pistachio, strawberry, cookies and cream","Flavor, price",
225595513,3,"$50,000 - $75,000",60.5,2,0,3,2,1,0,"I would like low fat, no added sugar in chocolate fudge, chocolate, or cookie dough",,i'm looking for ice cream that is low fat with no added sugar.  You use to carry it by Edy's but not anymore
225595531,4,Prefer not to say,50.5,2,0,2,1,0,3,"Chocolate, lemon, coffee",Because Wegmans brand is quality product.,
225595534,,"Over $200,000",40.5,2,1,0,1,2,3,,,
225595711,3,"$75,001 -  $100,000",50.5,2,0,0,2,2,2,"butter almond, chocolate peanut butter, coffee",,It has never caught my attention
225595734,,Prefer not to say,40.5,4,2,0,2,1,3,,,
225595817,4,"$50,000 - $75,000",50.5,2,0,3,1,0,2,Chocolate ,Like Wows products & good price,
225595863,2,"$75,001 -  $100,000",60.5,2,0,0,2,1,3,,,I buy mostly only Hagen Daz ice cream....once in a while another brand that has a flavor that catches my attention not available in Hagen daz 
225595874,2,"$50,000 - $75,000",50.5,1,0,3,1,1,1,,,Usually buy name brands.  Never tried Wow's.
225595880,2,"$75,001 -  $100,000",30.5,1,0,3,1,2,0,,,I don't live close enough to a Wegmans
225595994,,"Under $50,000",30.5,1,2,0,1,3,2,,,
225596001,,"Over $200,000",30.5,3,1,0,0,0,0,,,
225596047,4,"Under $50,000",70.5,2,0,3,0,2,1,I like ice cream with nuts and unusual flavors as opposed to plain vanila and chocolate                         ,not bad ice cream and nicely priced,
225596060,,"Over $200,000",40.5,3,3,0,1,2,3,,,
225596061,2,"Over $200,000",60.5,2,0,0,2,1,3,,,Your closest store is about 3 min. away and I always seem to forget to bring my cooler.
225596134,2,Prefer not to say,40.5,2,3,1,2,0,3,,,"I usually purchase several varieties of Perry's, Ben & Jerry's Light Phish Food, and Edy's slow churned.  I've never even considered Wow's brand ice cream."
225596140,,Prefer not to say,60.5,1,0,0,1,2,3,,,
225596168,4,Prefer not to say,50.5,2,0,3,0,1,2,"Cinnamon, Vanilla, Chocolate, Peach, Mocha, Peppermint.......","Price, to try it to compare to others",
225596188,3,Prefer not to say,50.5,3,0,3,2,0,1,"chocolate marshmellow, chocolate chip, coffee, cookie dough, mint chocolate chip",Wanted to try it,
225596226,4,"$75,001 -  $100,000",50.5,4,0,1,0,2,3,peach,price,
225596276,4,0,70.5,3,0,1,3,2,0,cherry vil,Like wegmans brand,
225596277,,"$50,000 - $75,000",50.5,4,3,0,1,2,3,,,
225596280,,"$50,000 - $75,000",40.5,1,1,0,0,0,0,,,
225596290,4,"$50,000 - $75,000",60.5,2,0,2,0,1,3,"vanilla, Chocolate, raspberry, maple walnut",good price and wanted to try it,
225596320,4,"$75,001 -  $100,000",60.5,2,0,1,2,0,3,,,
225596381,,Prefer not to say,60.5,1,0,0,3,1,2,,,
225596390,2,"$75,001 -  $100,000",20.5,3,0,2,1,0,3,,,Not really sure why.
225596395,,"$75,001 -  $100,000",50.5,3,1,0,1,2,3,,,
225596399,2,0,60.5,3,0,0,3,1,2,,,I tried a couple Wegmans ice creams in the past and didn't care for them.
225596408,2,"$150,001 - $200,000",50.5,5,1,0,2,1,3,,,Just haven't tried it.
225596488,,"Under $50,000",40.5,1,0,0,0,0,0,,,
225596538,3,"$100,001 - $150,000",30.5,3,3,0,2,3,1,vanilla chocolate swirl; heavenly hash/rocky road,,because we moved away from Wows before we got around to trying that one. I'm sure when our new Wows opens in a few days I'll get around to trying it. 
225596541,2,"$100,001 - $150,000",60.5,2,0,3,1,2,0,,,
225596584,3,"$50,000 - $75,000",50.5,1,1,1,2,3,0,cookie dough,,"we get cookie dough, choc chip, i don't see these in low fat"
225596606,,"$75,001 -  $100,000",60.5,2,0,0,2,1,3,,,
225596625,3,"$75,001 -  $100,000",70.5,2,0,2,1,0,3,"Green tea, chocolate, coffee.",,Quality is also low.
225596688,3,Prefer not to say,60.5,3,2,0,3,1,2,"Chocolate almond mocha, strawberry chunk, rocky road, neopolitan",,Wasn't sure if it would taste like frozen air or not.
225596798,,"$75,001 -  $100,000",40.5,2,1,0,2,1,3,,,
225596812,3,Prefer not to say,30.5,2,2,1,3,2,0,"i like fruit based flavors like mango, strawberry, and black cherry; coffee flavored ice cream is a nice flavor as well",,Wows is not in my area BUT a new store is opening June 8 28 and I will consider purchasing Wows low fat ice cream 
225596833,3,Prefer not to say,70.5,2,0,3,1,0,2,"NEOPOLITAN,  VANILLA,CHOCOLATE,ORANGE PINEAPPLE",TO TRY IT,
225596931,3,"$50,000 - $75,000",60.5,2,0,2,0,3,1,"vanilla, chocolate, butter pecan, strawberry",price/sale,
225596985,,"Under $50,000",40.5,3,0,1,0,2,3,,,
225597018,,"$75,001 -  $100,000",40.5,1,1,0,1,3,2,,,
225597233,,Prefer not to say,60.5,2,0,0,3,2,1,,,
225597260,4,"$100,001 - $150,000",50.5,4,1,2,1,3,0,Vanilla,Price and flavor,
225597267,3,"$50,000 - $75,000",70.5,1,0,1,1,1,3,"peanut butter, chocolate",,There is no store within one half hour for me to shop.
225597333,3,"$100,001 - $150,000",50.5,3,0,3,0,2,1,"rocky road, chocolate, vanilla, mint chocholate chip",low fat and less costly,
225597358,3,"Under $50,000",30.5,2,2,0,1,2,3,"Chocolate marshmallow, Chocolate peanut butter cup, Death by chocolate",Price,
225597380,,Prefer not to say,30.5,3,2,0,2,3,1,,,
225597394,,Prefer not to say,70.5,1,0,2,2,0,2,,,
225597407,3,Prefer not to say,50.5,2,0,2,3,1,0,"vanilla/hocolate fudge, fudge brownie",,i like and have always purchased Edy's both for the taste and price-it is often on sale
225597419,3,"$150,001 - $200,000",50.5,3,0,0,3,1,2,"Cherry Vanilla, Peach, Vanilla, Chocolate, chocolate chip",,Usually buy a National Brand
225597439,3,"$50,000 - $75,000",40.5,3,2,1,0,3,2,less calories,i look more for no sugar added or light ice cream,
225597450,,"$100,001 - $150,000",50.5,2,0,0,2,1,3,,,
225597531,4,Prefer not to say,40.5,2,1,0,3,1,2,,,
225597711,3,"$75,001 -  $100,000",60.5,2,0,3,2,0,1,"Chocolate, Cherry, Peach.",,Didn't know about it.
225597781,,"$75,001 -  $100,000",70.5,2,0,0,2,1,3,,,
225597794,3,Prefer not to say,60.5,2,0,1,0,3,2,"moose tracks, butter pecan, chocochip mint, vanilla",price/taste,
225597957,,"$100,001 - $150,000",30.5,2,0,1,1,1,3,,,
225597970,3,Prefer not to say,40.5,2,2,3,0,2,1,"Vanilla,chocolate, stawberry combo, mint chocolate chip, peanut butter chocolate, chocolate almond.","Good price, creamy, good flavors and low fat.",
225598076,3,Prefer not to say,50.5,4,3,3,1,2,0,"moose tracks in vanilla ice cream, tin roof, chocolate chip cookie dough,",,"Name brand has the flavor I want, and is on sale for same price or less than Wegman's"
225598089,,"Under $50,000",50.5,1,0,0,1,2,3,,,
225598174,,"$150,001 - $200,000",40.5,2,1,1,2,0,3,,,
225598220,,"$50,000 - $75,000",50.5,4,0,0,2,1,3,,,
225598225,,"Under $50,000",40.5,1,0,0,0,0,0,,,
225598364,,"$100,001 - $150,000",60.5,3,0,0,2,1,3,,,
225598377,3,"Under $50,000",60.5,1,0,1,0,2,3,"butter pecan, raspberry ripple, coffee, carmel",,I just haven't- no particular reason
225598453,1,"$100,001 - $150,000",60.5,2,0,2,0,2,2,,,I live too far away from the store.  Looking forward to woodbridge opening this sunday
225598606,3,"$75,001 -  $100,000",30.5,2,3,0,1,2,3,"anything that has chocolate and peanut butter, or anything with chocolate and a fruit swirl",they had a flavor that looked good to me,
225598699,,"$150,001 - $200,000",30.5,2,0,0,0,0,0,,,
225598821,2,"$50,000 - $75,000",30.5,1,0,3,0,1,2,,Featured flavor,
225598899,3,Prefer not to say,50.5,4,0,1,1,1,3,"Mocha, vanilla, chocolate,maybe a peanut butter blend with chocolate",It was in a flavor I liked,
225598958,,Prefer not to say,40.5,2,0,0,2,1,3,,,
225598971,1,Prefer not to say,50.5,2,2,3,0,2,1,,"low fat, lower price than national brand and an ok taste",
225599019,,"$50,000 - $75,000",50.5,2,0,1,3,2,0,,,
225599157,3,Prefer not to say,60.5,4,0,3,1,0,2,"similar to Edy's French Silk, dark chocolate, mint, vanilla",lower price and to try new product,
225599169,3,"$100,001 - $150,000",40.5,3,1,0,2,1,3,"Rocky road, mint chocolate chip, french vanilla",,local Wow's hasn't opened
225599181,,"$50,000 - $75,000",40.5,1,0,0,3,1,2,,,
225599247,3,"Under $50,000",60.5,1,0,0,3,1,2,"Chocolate and or vanilla or mixed,or with amonds",,"Because I like Edy""s"
225599465,3,"$75,001 -  $100,000",40.5,2,1,0,3,2,1,"mint chip, chocolate,cookie dough, panda paws",,tend to stick with name brands
225599475,,"Under $50,000",40.5,2,0,0,1,2,3,,,
225599545,,"$100,001 - $150,000",70.5,2,0,0,2,1,3,,,
225599750,2,"$100,001 - $150,000",60.5,4,0,2,0,3,1,,,"I usually buy name brand ice cream if I can get it on sale. As I shop several stores I can usually find the brand I want at the price I'm willing to pay. I tried Wegman's once I think and was satisfied but while I don't HAVE to buy the name brand, I wil buy it if I can get it at the same or less price."
225599845,,"$75,001 -  $100,000",60.5,1,0,0,0,0,0,,,
225599895,2,"$100,001 - $150,000",40.5,2,1,3,2,0,1,,,never been to wegmans yet
225600008,3,"$50,000 - $75,000",60.5,2,0,3,0,1,2,"mint choc chip, butter pecan,rocky road,",just as good as the leading brands and priced less,
225600021,,"Under $50,000",20.5,3,0,0,2,2,2,,,
225600169,,Prefer not to say,50.5,1,0,0,3,1,2,,,
225600354,3,Prefer not to say,30.5,2,1,3,1,2,0,"Coffee and chocolate, nothing with the artifical sweeteners - I notice the difference in taste right away. ",,Did not know you offered it
225600362,1,"$50,000 - $75,000",50.5,1,0,3,1,0,2,,,I'm more interested in carbs than fat but would like ice cream to be both.
225600423,,"Under $50,000",30.5,1,0,0,1,2,3,,,
225600437,,"$75,001 -  $100,000",30.5,2,0,0,2,1,3,,,
225600461,4,"$50,000 - $75,000",60.5,2,0,3,0,2,1,"Pistachio, and I like candy and goop.  Ha!  My husband likes Rocky Road, peanut butter                   , cherry, butter pecan.",The flavors are great!,
225600476,4,"$100,001 - $150,000",40.5,1,1,2,1,3,0,any flavors including chocolate and/or caramel,,Our local Wows just opened last weekend and I haven't had an opportunity to shop there yet. I've never been to a Wows but am looking forward to it.
